comment,code,line,file,language
"Convert the model instance to an array.
     
      @return array","public function toArray()
    {
        return $this->withoutRecursion(
            fn () => array_merge($this->attributesToArray(), $this->relationsToArray()),
            fn () => $this->attributesToArray(),
        );
    }",1777,data/raw/repos/php/framework/src/Illuminate/Database/Eloquent/Model.php,php
"Creates a crawler for some subnodes.
     
      @param \DOMNodeList<\DOMNode>|\DOMNode|\DOMNode[]|string|null $nodes","private function createSubCrawler(\DOMNodeList|\DOMNode|array|string|null $nodes): static
    {
        $crawler = new static($nodes, $this->uri, $this->baseHref);
        $crawler->isHtml = $this->isHtml;
        $crawler->document = $this->document;
        $crawler->namespaces = $this->namespaces;
        $crawler->cachedNamespaces = $this->cachedNamespaces;

        return $crawler;
    }",1137,data/raw/repos/php/symfony/src/Symfony/Component/DomCrawler/Crawler.php,php
"of objects to this animation group
	 
	  @param {...Object3D} arguments - The 3D objects to remove.
	 
	remove() {

		const objects = thi","_objects,
			indicesByUUID = this._indicesByUUID,
			bindings = this._bindings,
			nBindings = bindings.length;

		let nCachedObjects = this.nCachedObjects_;

		for ( let i = 0, n = arguments.length; i !== n; ++ i ) {

			const object = arguments[ i ],
				uuid = object.uuid,
				index = indicesByUUID[ uuid ];

			if ( index !== undefined && index >= nCachedObjects ) {

				// move existing object into the CACHED region

				const lastCachedIndex = nCachedObjects ++,
					firstActiveObject = objects[ lastCachedIndex ];

				indicesByUUID[ firstActiveObject.uuid ] = index;
				objects[ index ] = firstActiveObject;

				indicesByUUID[ uuid ] = lastCachedIndex;
				objects[ lastCachedIndex ] = object;

				// accounting is done, now do the same for all bindings

				for ( let j = 0, m = nBindings; j !== m; ++ j ) {

					const bindingsForPath = bindings[ j ],
						firstActive = bindingsForPath[ lastCachedIndex ],
						binding = bindingsForPath[ index ];

					bindingsForPath[ index ] = firstActive;
					bindingsForPath[ lastCachedIndex ] = binding;

				}

			}

		} // for arguments

		this.nCachedObjects_ = nCachedObjects;

	}

	/**
	 * Deallocates all memory r",52473,data/raw/repos/js/three.js/build/three.core.js,javascript
"Get the registered name of the component.
     
      @return string","protected static function getFacadeAccessor()
    {
        return ConcurrencyManager::class;
    }",31,data/raw/repos/php/framework/src/Illuminate/Support/Facades/Concurrency.php,php
Returns true if the $constraint needs to be wrapped with braces.,"final protected function constraintNeedsParentheses(Constraint $constraint): bool
    {
        return $this->arity() > 1 && parent::constraintNeedsParentheses($constraint);
    }",87,data/raw/repos/php/phpunit/src/Framework/Constraint/Operator/BinaryOperator.php,php
"Performs a spherical linear interpolation between the given quaternions
	  and stores the result in this quaternion.
	 
	  @param {Quaternion} qa - The source quaternion.
	  @param {Quaternion} qb - The target quaternion.
	  @param {number} t - The interpolation factor in the closed interval `[0, 1]`.
	  @return {Quaternion} A reference to this quaternion.","slerpQuaternions( qa, qb, t ) {

		return this.copy( qa ).slerp( qb, t );

	}",780,data/raw/repos/js/three.js/src/math/Quaternion.js,javascript
"Linearly interpolates between the given vectors, where alpha is the percent
	  distance along the line - alpha = 0 will be first vector, and alpha = 1 will
	  be the second one. The result is stored in this instance.
	 
	  @param {Vector4} v1 - The first vector.
	  @param {Vector4} v2 - The second vector.
	  @param {number} alpha - The interpolation factor, typically in the closed interval `[0, 1]`.
	  @return {Vector4} A reference to this vector.","lerpVectors( v1, v2, alpha ) {

		this.x = v1.x + ( v2.x - v1.x ) * alpha;
		this.y = v1.y + ( v2.y - v1.y ) * alpha;
		this.z = v1.z + ( v2.z - v1.z ) * alpha;
		this.w = v1.w + ( v2.w - v1.w ) * alpha;

		return this;

	}",955,data/raw/repos/js/three.js/src/math/Vector4.js,javascript
@param string|\Stringable $message,"public function alert($message, array $context = []): void
    {
        $this->log(LogLevel::ALERT, $message, $context);
    }",230,data/raw/repos/php/composer/src/Composer/IO/BaseIO.php,php
"Set the number of minutes the remember me cookie should be valid for.
     
      @param  int  $minutes
      @return $this","public function setRememberDuration($minutes)
    {
        $this->rememberDuration = $minutes;

        return $this;
    }",911,data/raw/repos/php/framework/src/Illuminate/Auth/SessionGuard.php,php
"Instantiate a new HasOne relationship.
     
      @template TRelatedModel of \Illuminate\Database\Eloquent\Model
      @template TDeclaringModel of \Illuminate\Database\Eloquent\Model
     
      @param  \Illuminate\Database\Eloquent\Builder<TRelatedModel>  $query
      @param  TDeclaringModel  $parent
      @param  string  $foreignKey
      @param  string  $localKey
      @return \Illuminate\Database\Eloquent\Relations\HasOne<TRelatedModel, TDeclaringModel>","protected function newHasOne(Builder $query, Model $parent, $foreignKey, $localKey)
    {
        return new HasOne($query, $parent, $foreignKey, $localKey);
    }",234,data/raw/repos/php/framework/src/Illuminate/Database/Eloquent/Concerns/HasRelationships.php,php
"Asserts that a file/dir exists and is not readable.
     
      @throws ExpectationFailedException","final public static function assertIsNotReadable(string $filename, string $message = ''): void
    {
        self::assertThat($filename, new LogicalNot(new IsReadable), $message);
    }",1296,data/raw/repos/php/phpunit/src/Framework/Assert.php,php
"@param {string} currentDirectory current directory
	  @param {string | string[]} module module
	  @param {RequireContext=} context context
	  @returns {EXPECTED_ANY} require result","require(currentDirectory, module, context = {}) {
		if (this.testConfig.modules && module in this.testConfig.modules) {
			return this.testConfig.modules[module];
		}
		if (this.testConfig.resolveModule) {
			module = this.testConfig.resolveModule(
				module,
				this.testMeta.round || 0,
				this.webpackOptions
			);
		}
		const moduleInfo = this._resolveModule(currentDirectory, module);
		if (!moduleInfo) {
			// node v12.2.0+ has Module.createRequire
			const rawRequire = Module.createRequire
				? Module.createRequire(currentDirectory)
				: require;
			return rawRequire(module.startsWith(""node:"") ? module.slice(5) : module);
		}
		const { modulePath } = moduleInfo;
		if (
			modulePath.endsWith("".mjs"") &&
			this.webpackOptions.experiments &&
			this.webpackOptions.experiments.outputModule
		) {
			return this._moduleRunners.esm(moduleInfo, context);
		}
		if (modulePath.endsWith("".json"")) {
			return this._moduleRunners.json(moduleInfo, context);
		}
		if ([""css""].includes(modulePath.split(""."").pop())) {
			return this._moduleRunners.raw(moduleInfo, context);
		}
		return this._moduleRunners.cjs(moduleInfo, context);
	}",294,data/raw/repos/js/webpack/test/runner/index.js,javascript
Should not warn for regular effects after throw.,"function NotInsertion() {
        const [, setX] = useState(0);
        useEffect(() => {
          setX(1);
        }, []);
        return null;
      }",2993,data/raw/repos/js/react/packages/react-reconciler/src/__tests__/ReactHooksWithNoopRenderer-test.js,javascript
"The image object holding the texture data.
	 
	  @type {?Object}
	 
	ge","image() {

		return this.source.data;

	}

	s",7360,data/raw/repos/js/three.js/build/three.core.js,javascript
"@param {Editor} editor
	  @param {Array<Command>} [cmdArray=[]]
	  @constructor","constructor( editor, cmdArray = [] ) {

		super( editor );

		this.type = 'MultiCmdsCommand';
		this.name = editor.strings.getKey( 'command/MultiCmds' );

		this.cmdArray = cmdArray;

	}",9,data/raw/repos/js/three.js/editor/js/commands/MultiCmdsCommand.js,javascript
"Execute the given callback if the string starts with a given substring.
     
      @param  string|iterable<string>  $needles
      @param  callable  $callback
      @param  callable|null  $default
      @return static","public function whenStartsWith($needles, $callback, $default = null)
    {
        return $this->when($this->startsWith($needles), $callback, $default);
    }",1289,data/raw/repos/php/framework/src/Illuminate/Support/Stringable.php,php
choices are available.,"public function testSubmitSingleExpandedRequiredFalseNoChoices()
    {
        $form = $this->factory->create(static::TESTED_TYPE, null, [
            'multiple' => false,
            'expanded' => true,
            'required' => true,
            'choices' => [],
        ]);

        $form->submit(false);

        $this->assertNull($form->getData());
        $this->assertSame('', $form->getViewData(), 'View data should always be a string');
        $this->assertSame([], $form->getExtraData(), 'ChoiceType is compound when expanded, extra data should always be an array');
        $this->assertTrue($form->isSynchronized());
    }",1109,data/raw/repos/php/symfony/src/Symfony/Component/Form/Tests/Extension/Core/Type/ChoiceTypeTest.php,php
"Returns the type for a given typed array.
	 
	  @param {TypedArray} array - The typed array.
	  @return {string} The type.","getTypeFromArray( array ) {

		return typeFromArray.get( array.constructor );

	}",1517,data/raw/repos/js/three.js/src/nodes/core/NodeBuilder.js,javascript
"Determine if the route has been defined outside of the application.
     
      @param  \Illuminate\Routing\Route  $route
      @return bool","protected function isVendorRoute(Route $route)
    {
        if ($route->action['uses'] instanceof Closure) {
            $path = (new ReflectionFunction($route->action['uses']))
                ->getFileName();
        } elseif (is_string($route->action['uses']) &&
                  str_contains($route->action['uses'], 'SerializableClosure')) {
            return false;
        } elseif (is_string($route->action['uses'])) {
            if ($this->isFrameworkController($route)) {
                return false;
            }

            $path = (new ReflectionClass($route->getControllerClass()))
                ->getFileName();
        } else {
            return false;
        }

        return str_starts_with($path, base_path('vendor'));
    }",221,data/raw/repos/php/framework/src/Illuminate/Foundation/Console/RouteListCommand.php,php
@throws \InvalidArgumentException When a route can't be parsed because YAML is invalid,"public function load(mixed $file, ?string $type = null): RouteCollection
    {
        $path = $this->locator->locate($file);

        if (!stream_is_local($path)) {
            throw new \InvalidArgumentException(\sprintf('This is not a local file ""%s"".', $path));
        }

        if (!file_exists($path)) {
            throw new \InvalidArgumentException(\sprintf('File ""%s"" not found.', $path));
        }

        $this->yamlParser ??= new YamlParser();

        try {
            $parsedConfig = $this->yamlParser->parseFile($path, Yaml::PARSE_CONSTANT);
        } catch (ParseException $e) {
            throw new \InvalidArgumentException(\sprintf('The file ""%s"" does not contain valid YAML: ', $path).$e->getMessage(), 0, $e);
        }

        $collection = new RouteCollection();
        $collection->addResource(new FileResource($path));

        // empty file
        if (null === $parsedConfig) {
            return $collection;
        }

        // not an array
        if (!\is_array($parsedConfig)) {
            throw new \InvalidArgumentException(\sprintf('The file ""%s"" must contain a YAML array.', $path));
        }

        $this->loadContent($collection, $parsedConfig, $path, $file);

        return $collection;
    }",43,data/raw/repos/php/symfony/src/Symfony/Component/Routing/Loader/YamlFileLoader.php,php
"The initial code path segment.
    @type {CodePathSegment}","get initialSegment() {
    return this.internal.initialSegment;
  }",78,data/raw/repos/js/react/packages/eslint-plugin-react-hooks/src/code-path-analysis/code-path.js,javascript
"Creates an AbstractUid from an identifier represented in any of the supported formats.
     
      @throws InvalidArgumentException When the passed value is not valid",abstract public static function fromString(string $uid): static;,35,data/raw/repos/php/symfony/src/Symfony/Component/Uid/AbstractUid.php,php
"@return array<'providers'|'provider-includes'|'packages'|'providers-url'|'notify-batch'|'search'|'mirrors'|'providers-lazy-url'|'metadata-url'|'available-packages'|'available-package-patterns', mixed>|true","protected function loadRootServerFile(?int $rootMaxAge = null)
    {
        if (null !== $this->rootData) {
            return $this->rootData;
        }

        if (!extension_loaded('openssl') && strpos($this->url, 'https') === 0) {
            throw new \RuntimeException('You must enable the openssl extension in your php.ini to load information from '.$this->url);
        }

        if ($cachedData = $this->cache->read('packages.json')) {
            $cachedData = json_decode($cachedData, true);
            if ($rootMaxAge !== null && ($age = $this->cache->getAge('packages.json')) !== false && $age <= $rootMaxAge) {
                $data = $cachedData;
            } elseif (isset($cachedData['last-modified'])) {
                $response = $this->fetchFileIfLastModified($this->getPackagesJsonUrl(), 'packages.json', $cachedData['last-modified']);
                $data = true === $response ? $cachedData : $response;
            }
        }

        if (!isset($data)) {
            $data = $this->fetchFile($this->getPackagesJsonUrl(), 'packages.json', null, true);
        }

        if (!empty($data['notify-batch'])) {
            $this->notifyUrl = $this->canonicalizeUrl($data['notify-batch']);
        } elseif (!empty($data['notify'])) {
            $this->notifyUrl = $this->canonicalizeUrl($data['notify']);
        }

        if (!empty($data['search'])) {
            $this->searchUrl = $this->canonicalizeUrl($data['search']);
        }

        if (!empty($data['mirrors'])) {
            foreach ($data['mirrors'] as $mirror) {
                if (!empty($mirror['git-url'])) {
                    $this->sourceMirrors['git'][] = ['url' => $mirror['git-url'], 'preferred' => !empty($mirror['preferred'])];
                }
                if (!empty($mirror['hg-url'])) {
                    $this->sourceMirrors['hg'][] = ['url' => $mirror['hg-url'], 'preferred' => !empty($mirror['preferred'])];
                }
                if (!empty($mirror['dist-url'])) {
                    $this->distMirrors[] = [
                        'url' => $this->canonicalizeUrl($mirror['dist-url']),
                        'preferred' => !empty($mirror['preferred']),
                    ];
                }
            }
        }

        if (!empty($data['providers-lazy-url'])) {
            $this->lazyProvidersUrl = $this->canonicalizeUrl($data['providers-lazy-url']);
            $this->hasProviders = true;

            $this->hasPartialPackages = !empty($data['packages']) && is_array($data['packages']);
        }

        // metadata-url indicates V2 repo protocol so it takes over from all the V1 types
        // V2 only has lazyProviders and possibly partial packages, but no ability to process anything else,
        // V2 also supports async loading
        if (!empty($data['metadata-url'])) {
            $this->lazyProvidersUrl = $this->canonicalizeUrl($data['metadata-url']);
            $this->providersUrl = null;
            $this->hasProviders = false;
            $this->hasPartialPackages = !empty($data['packages']) && is_array($data['packages']);
            $this->allowSslDowngrade = false;

            // provides a list of package names that are available in this repo
            // this disables lazy-provider behavior in the sense that if a list is available we assume it is finite and won't search for other packages in that repo
            // while if no list is there lazyProvidersUrl is used when looking for any package name to see if the repo knows it
            if (!empty($data['available-packages'])) {
                $availPackages = array_map('strtolower', $data['available-packages']);
                $this->availablePackages = array_combine($availPackages, $availPackages);
                $this->hasAvailablePackageList = true;
            }

            // Provides a list of package name patterns (using * wildcards to match any substring, e.g. ""vendor/*"") that are available in this repo
            // Disables lazy-provider behavior as with available-packages, but may allow much more compact expression of packages covered by this repository.
            // Over-specifying covered packages is safe, but may result in increased traffic to your repository.
            if (!empty($data['available-package-patterns'])) {
                $this->availablePackagePatterns = array_map(static function ($pattern): string {
                    return BasePackage::packageNameToRegexp($pattern);
                }, $data['available-package-patterns']);
                $this->hasAvailablePackageList = true;
            }

            // Remove legacy keys as most repos need to be compatible with Composer v1
            // as well but we are not interested in the old format anymore at this point
            unset($data['providers-url'], $data['providers'], $data['providers-includes']);

            if (isset($data['security-advisories']) && is_array($data['security-advisories'])) {
                $this->securityAdvisoryConfig = [
                    'metadata' => $data['security-advisories']['metadata'] ?? false,
                    'api-url' => isset($data['security-advisories']['api-url']) && is_string($data['security-advisories']['api-url']) ? $this->canonicalizeUrl($data['security-advisories']['api-url']) : null,
                ];
                if ($this->securityAdvisoryConfig['api-url'] === null && !$this->hasAvailablePackageList) {
                    throw new \UnexpectedValueException('Invalid security advisory configuration on '.$this->getRepoName().': If the repository does not provide a security-advisories.api-url then available-packages or available-package-patterns are required to be provided for performance reason.');
                }
            }
        }

        if ($this->allowSslDowngrade) {
            $this->url = str_replace('https://', 'http://', $this->url);
            $this->baseUrl = str_replace('https://', 'http://', $this->baseUrl);
        }

        if (!empty($data['providers-url'])) {
            $this->providersUrl = $this->canonicalizeUrl($data['providers-url']);
            $this->hasProviders = true;
        }

        if (!empty($data['list'])) {
            $this->listUrl = $this->canonicalizeUrl($data['list']);
        }

        if (!empty($data['providers']) || !empty($data['providers-includes'])) {
            $this->hasProviders = true;
        }

        if (!empty($data['providers-api'])) {
            $this->providersApiUrl = $this->canonicalizeUrl($data['providers-api']);
        }

        return $this->rootData = $data;
    }",1172,data/raw/repos/php/composer/src/Composer/Repository/ComposerRepository.php,php
"Create a DOM document, taking serializer options into account.","rivate function createDomDocument(array $context): \DOMDocument
    {
        $document = new \DOMDocument();

        // Set an attribute on the DOM document specifying, as part of the XML declaration,
        $xmlOptions = [
            // nicely formats output with indentation and extra space
            self::FORMAT_OUTPUT => 'formatOutput',
            // the version number of the document
            self::VERSION => 'xmlVersion',
            // the encoding of the document
            self::ENCODING => 'encoding',
            // whether the document is standalone
            self::STANDALONE => 'xmlStandalone',
        ];
        foreach ($xmlOptions as $xmlOption => $documentProperty) {
            if ($contextOption = $context[$xmlOption] ?? $this->defaultContext[$xmlOption] ?? false) {
                $document->$documentProperty = $contextOption;
            }
        }

        return $document;
    }
",497,data/raw/repos/php/symfony/src/Symfony/Component/Serializer/Encoder/XmlEncoder.php,php
Get the URL decoded version of the query string.,"public function decode(): string
    {
        return rawurldecode((string) $this);
    }",67,data/raw/repos/php/framework/src/Illuminate/Support/UriQueryString.php,php
"Create a new response instance.
     
      @param  array|string  $content
      @param  int  $status
      @param  array  $headers
      @return \Illuminate\Http\Response","public function make($content = '', $status = 200, array $headers = []);",14,data/raw/repos/php/framework/src/Illuminate/Contracts/Routing/ResponseFactory.php,php
"Flash an array of input to the session.
     
      @return $this","public function onlyInput()
    {
        return $this->withInput($this->request->only(func_get_args()));
    }",109,data/raw/repos/php/framework/src/Illuminate/Http/RedirectResponse.php,php
"Create a new HTML dumper instance and register it as the default dumper.
     
      @param  string  $basePath
      @param  string  $compiledViewPath
      @return void","public static function register($basePath, $compiledViewPath)
    {
        $cloner = tap(new VarCloner())->addCasters(ReflectionCaster::UNSET_CLOSURE_FILE_INFO);

        $dumper = new static($basePath, $compiledViewPath);

        VarDumper::setHandler(fn ($value) => $dumper->dumpWithSource($cloner->cloneVar($value)));
    }",71,data/raw/repos/php/framework/src/Illuminate/Foundation/Http/HtmlDumper.php,php
"Compute the minimum and the maximum of the data in the volume.
	 
	  @returns {Array<number>} The min/max data as `[min,max]`.","computeMinMax() {

		let min = Infinity;
		let max = - Infinity;

		// buffer the length
		const datasize = this.data.length;

		let i = 0;

		for ( i = 0; i < datasize; i ++ ) {

			if ( ! isNaN( this.data[ i ] ) ) {

				const value = this.data[ i ];
				min = Math.min( min, value );
				max = Math.max( max, value );

			}

		}

		this.min = min;
		this.max = max;

		return [ min, max ];

	}",488,data/raw/repos/js/three.js/examples/jsm/misc/Volume.js,javascript
"Get the exception's frames.
     
      @return \Illuminate\Support\Collection<int, Frame>","public function frames()
    {
        return once(function () {
            $classMap = array_map(function ($path) {
                return (string) realpath($path);
            }, array_values(ClassLoader::getRegisteredLoaders())[0]->getClassMap());

            $trace = array_values(array_filter(
                $this->exception->getTrace(), fn ($trace) => isset($trace['file']),
            ));

            if (($trace[1]['class'] ?? '') === HandleExceptions::class) {
                array_shift($trace);
                array_shift($trace);
            }

            $frames = [];
            $previousFrame = null;

            foreach (array_reverse($trace) as $frameData) {
                $frame = new Frame($this->exception, $classMap, $frameData, $this->basePath, $previousFrame);
                $frames[] = $frame;
                $previousFrame = $frame;
            }

            $frames = array_reverse($frames);

            foreach ($frames as $frame) {
                if (! $frame->isFromVendor()) {
                    $frame->markAsMain();
                    break;
                }
            }

            return new Collection($frames);
        });
    }",113,data/raw/repos/php/framework/src/Illuminate/Foundation/Exceptions/Renderer/Exception.php,php
"Create a payload string from the given job and data.
     
      @param  \Closure|string|object  $job
      @param  string  $queue
      @param  mixed  $data
      @param  \DateTimeInterface|\DateInterval|int|null  $delay
      @return string
     
      @throws \Illuminate\Queue\InvalidPayloadException","protected function createPayload($job, $queue, $data = '', $delay = null)
    {
        if ($job instanceof Closure) {
            $job = CallQueuedClosure::create($job);
        }

        $value = $this->createPayloadArray($job, $queue, $data);

        $value['delay'] = isset($delay)
            ? $this->secondsUntil($delay)
            : null;

        $payload = json_encode($value, \JSON_UNESCAPED_UNICODE);

        if (json_last_error() !== JSON_ERROR_NONE) {
            throw new InvalidPayloadException(
                'Unable to JSON encode payload. Error ('.json_last_error().'): '.json_last_error_msg(), $value
            );
        }

        return $payload;
    }",114,data/raw/repos/php/framework/src/Illuminate/Queue/Queue.php,php
"https:github.com/reactjs/rfcs/pull/107
  @param {} type
  @param {object} props
  @param {string} key","function jsxDEV(type, config, maybeKey, source, self) {
  {
    var propName; // Reserved names are extracted

    var props = {};
    var key = null;
    var ref = null; // Currently, key can be spread in as a prop. This causes a potential
    // issue if key is also explicitly declared (ie. <div {...props} key=""Hi"" />
    // or <div key=""Hi"" {...props} /> ). We want to deprecate key spread,
    // but as an intermediary step, we will use jsxDEV for everything except
    // <div {...props} key=""Hi"" />, because we aren't currently able to tell if
    // key is explicitly declared to be undefined or not.

    if (maybeKey !== undefined) {
      key = '' + maybeKey;
    }

    if (hasValidKey(config)) {
      key = '' + config.key;
    }

    if (hasValidRef(config)) {
      ref = config.ref;
      warnIfStringRefCannotBeAutoConverted(config, self);
    } // Remaining properties are added to a new props object


    for (propName in config) {
      if (hasOwnProperty.call(config, propName) && !RESERVED_PROPS.hasOwnProperty(propName)) {
        props[propName] = config[propName];
      }
    } // Resolve default props


    if (type && type.defaultProps) {
      var defaultProps = type.defaultProps;

      for (propName in defaultProps) {
        if (props[propName] === undefined) {
          props[propName] = defaultProps[propName];
        }
      }
    }

    if (key || ref) {
      var displayName = typeof type === 'function' ? type.displayName || type.name || 'Unknown' : type;

      if (key) {
        defineKeyPropWarningGetter(props, displayName);
      }

      if (ref) {
        defineRefPropWarningGetter(props, displayName);
      }
    }

    return ReactElement(type, key, ref, self, source, ReactCurrentOwner.current, props);
  }
}",501,data/raw/repos/js/react/fixtures/legacy-jsx-runtimes/react-16/cjs/react-jsx-runtime.development.js,javascript
"Computes a 32-bit FNV-1a hash value for the given string.
  See https:en.wikipedia.org/wiki/Fowler%E2%80%93Noll%E2%80%93Vo_hash_function
  @param {string} str The input string to hash
  @returns {number} - The computed hash value.","function fnv1a32(str) {
	let hash = FNV_OFFSET_32;
	for (let i = 0, len = str.length; i < len; i++) {
		hash ^= str.charCodeAt(i);
		// Use Math.imul to do c-style 32-bit multiplication and keep only the 32 least significant bits
		hash = Math.imul(hash, FNV_PRIME_32);
	}
	// Force the result to be positive
	return hash & MASK_31;
}",46,data/raw/repos/js/webpack/lib/util/numberHash.js,javascript
"@param array<array{job: string, package?: PackageInterface, from?: PackageInterface, to?: PackageInterface}> $expected","protected function checkTransactionOperations(Transaction $transaction, array $expected): void
    {
        $result = [];
        foreach ($transaction->getOperations() as $operation) {
            if ($operation instanceof UpdateOperation) {
                $result[] = [
                    'job' => 'update',
                    'from' => $operation->getInitialPackage(),
                    'to' => $operation->getTargetPackage(),
                ];
            } elseif ($operation instanceof InstallOperation || $operation instanceof UninstallOperation || $operation instanceof MarkAliasInstalledOperation || $operation instanceof MarkAliasUninstalledOperation) {
                $result[] = [
                    'job' => $operation->getOperationType(),
                    'package' => $operation->getPackage(),
                ];
            } else {
                throw new \UnexpectedValueException('Unknown operation type: '.get_class($operation));
            }
        }

        self::assertEquals($expected, $result);
    }",104,data/raw/repos/php/composer/tests/Composer/Test/DependencyResolver/TransactionTest.php,php
@param {ExternalRequests} requests list of requests to choose one,"constructor(requests) {
		super(WEBPACK_MODULE_TYPE_FALLBACK);
		this.requests = requests;
		this._identifier = `fallback ${this.requests.join("" "")}`;
	}",44,data/raw/repos/js/webpack/lib/container/FallbackModule.js,javascript
"Validate that an attribute contains only alpha-numeric characters.
      If the 'ascii' option is passed, validate that an attribute contains only ascii alpha-numeric characters.
     
      @param  string  $attribute
      @param  mixed  $value
      @return bool","public function validateAlphaNum($attribute, $value, $parameters)
    {
        if (! is_string($value) && ! is_numeric($value)) {
            return false;
        }

        if (isset($parameters[0]) && $parameters[0] === 'ascii') {
            return preg_match('/\A[a-zA-Z0-9]+\z/u', $value) > 0;
        }

        return preg_match('/\A[\pL\pM\pN]+\z/u', $value) > 0;
    }",392,data/raw/repos/php/framework/src/Illuminate/Validation/Concerns/ValidatesAttributes.php,php
"Clones the binding.
	 
	  @return {Binding} The cloned binding.","clone() {

		return Object.assign( new this.constructor(), this );

	}",62,data/raw/repos/js/three.js/src/renderers/common/Binding.js,javascript
@deprecated since Symfony 8.1,"public static function getDefaultFooName()
    {
        return 'bar_tag_class';
    }",12,data/raw/repos/php/symfony/src/Symfony/Component/DependencyInjection/Tests/Fixtures/BarTagClass.php,php
"Returns the minimum stability of the package
     
      @return key-of<BasePackage::STABILITIES>",public function getMinimumStability(): string;,38,data/raw/repos/php/composer/src/Composer/Package/RootPackageInterface.php,php
"Dynamically retrieve attributes on the model.
     
      @param  string  $key
      @return mixed","public function __get($key)
    {
        return $this->getAttribute($key);
    }",2420,data/raw/repos/php/framework/src/Illuminate/Database/Eloquent/Model.php,php
"cess for the given node and shader stage.
	 
	  @param {StorageTextureNode|StorageBufferNode} node - The storage node.
	  @param {string} shaderStage - The shader stage.
	  @return {string} The node access.
	 
	getNodeAccess( node, shad","Stage ) {

		if ( shaderStage !== 'compute' ) {

			if ( node.isAtomic === true ) {

				warn( 'WebGPURenderer: Atomic operations are only supported in compute shaders.' );

				return NodeAccess.READ_WRITE;

			}

			return NodeAccess.READ_ONLY;

		}

		return node.access;

	}

	/**
	 * Returns A WGSL s",74302,data/raw/repos/js/three.js/build/three.webgpu.js,javascript
Returns a string representation of the constraint.,"public function toString(): string
    {
        return 'is finite';
    }",21,data/raw/repos/php/phpunit/src/Framework/Constraint/Math/IsFinite.php,php
"Dumps the value to YAML format.
     
      @throws RuntimeException When trying to dump object or resource","private function dumpValue(mixed $value): mixed
    {
        if ($value instanceof ServiceClosureArgument) {
            $value = $value->getValues()[0];

            return new TaggedValue('service_closure', $this->dumpValue($value));
        }
        if ($value instanceof ArgumentInterface) {
            $tag = $value;

            if ($value instanceof TaggedIteratorArgument || ($value instanceof ServiceLocatorArgument && $tag = $value->getTaggedIteratorArgument())) {
                if (null === $tag->getIndexAttribute()) {
                    $content = $tag->getTag();
                } else {
                    $content = [
                        'tag' => $tag->getTag(),
                        'index_by' => $tag->getIndexAttribute(),
                    ];

                    if (null !== $tag->getDefaultIndexMethod(false)) {
                        $content['default_index_method'] = $tag->getDefaultIndexMethod(false);
                    }
                    if (null !== $tag->getDefaultPriorityMethod(false)) {
                        $content['default_priority_method'] = $tag->getDefaultPriorityMethod(false);
                    }
                }
                if ($excludes = $tag->getExclude()) {
                    if (!\is_array($content)) {
                        $content = ['tag' => $content];
                    }
                    $content['exclude'] = 1 === \count($excludes) ? $excludes[0] : $excludes;
                }
                if (!$tag->excludeSelf()) {
                    $content['exclude_self'] = false;
                }

                return new TaggedValue($value instanceof TaggedIteratorArgument ? 'tagged_iterator' : 'tagged_locator', $content);
            }

            if ($value instanceof IteratorArgument) {
                $tag = 'iterator';
            } elseif ($value instanceof ServiceLocatorArgument) {
                $tag = 'service_locator';
            } else {
                throw new RuntimeException(\sprintf('Unspecified Yaml tag for type ""%s"".', get_debug_type($value)));
            }

            return new TaggedValue($tag, $this->dumpValue($value->getValues()));
        }

        if (\is_array($value)) {
            $code = [];
            foreach ($value as $k => $v) {
                $code[$this->container->resolveEnvPlaceholders($k)] = $this->dumpValue($v);
            }

            return $code;
        } elseif ($value instanceof Reference) {
            return $this->getServiceCall((string) $value, $value);
        } elseif ($value instanceof Parameter) {
            return $this->getParameterCall((string) $value);
        } elseif ($value instanceof Expression) {
            return $this->getExpressionCall((string) $value);
        } elseif ($value instanceof Definition) {
            return new TaggedValue('service', (new Parser())->parse(""_:\n"".$this->addService('_', $value), Yaml::PARSE_CUSTOM_TAGS)['_']['_']);
        } elseif ($value instanceof \UnitEnum) {
            return new TaggedValue('php/enum', \sprintf('%s::%s', $value::class, $value->name));
        } elseif ($value instanceof AbstractArgument) {
            return new TaggedValue('abstract', $value->getText());
        } elseif (\is_object($value) || \is_resource($value)) {
            throw new RuntimeException(\sprintf('Unable to dump a service container if a parameter is an object or a resource, got ""%s"".', get_debug_type($value)));
        }

        return $this->container->resolveEnvPlaceholders($value);
    }",248,data/raw/repos/php/symfony/src/Symfony/Component/DependencyInjection/Dumper/YamlDumper.php,php
Returns true when extra keys should be ignored without an exception.,"public function shouldIgnoreExtraKeys(): bool
    {
        return $this->ignoreExtraKeys;
    }",143,data/raw/repos/php/symfony/src/Symfony/Component/Config/Definition/ArrayNode.php,php
Finds files matching the specified masks.,"public function files(string|array $masks = ['*']): static
	{
		return $this->addMask((array) $masks, 'file');
	}",83,data/raw/repos/php/phpunit/tools/.phpstan/vendor/nette/utils/src/Utils/Finder.php,php
